,Sample_ID,missing_loci_1
280,ucin354,0.9753168779186124
281,ucin355,0.06270847231487658
282,ucin356,0.9726484322881921
283,ucin357z,0.8699132755170114
284,ucin358conc,0.38358905937291526
285,ucin359,0.2181454302868579
286,ucin360,0.9579719813208806
287,ucin361,0.12608405603735823
288,ucin362z,0.9759839893262174
289,ucin363,0.1874583055370247
290,ucin364conc,0.104736490993996
291,ucin365,0.21747831887925284
292,ucin379,0.02334889926617745
293,ucin380conc,0.08072048032021348
294,ucin381,0.24616410940627084
295,ucin382,0.5496997998665777
296,ucin383,0.016010673782521682
297,ucin384REz,0.971314209472982
298,ucin385,0.08205470313542361
299,ucin386,0.019346230820547032
300,ucin399,0.01667778519012675
301,ucin400,0.018679119412941963
302,ucin401,0.01801200800533689
303,ucin402,0.3669112741827885
304,ucin404,0.0133422281521014
305,ucin405,0.02134756504336224
306,ucin406RE,0.027351567711807873
307,ucin407RE,0.0533689126084056
308,ucin408re,0.009339559706470981
309,ucin409,0.038692461641094064
310,ucin410z,0.7058038692461641
311,ucin411z,0.8412274849899933
312,ucin412,0.05670446964643095
313,ucin413,0.07004669779853236
314,ucin413replicate,0.03135423615743829
315,ucin414,0.4609739826551034
316,ucin415,0.8559039359573049
317,ucin416,0.18812541694462975
318,ucin417z,0.8412274849899933
319,ucin418z,0.980653769179453
320,ucin419conc,0.09873248832555037
321,ucin420,0.3669112741827885
322,ucin421z,0.31087391594396263
323,ucin422,0.561707805203469
324,ucin423z,0.19746497665110074
325,ucin424,0.21681120747164775
326,ucin425,0.1887925283522348
327,ucin426,0.32221480987324885
328,ucin427RE,0.16544362908605736
329,ucin428z,0.10607071380920614
330,ucin429,0.7925283522348232
331,ucin430z,0.18812541694462975
332,ucin431z,0.7351567711807871
333,ucin432z,0.14743162108072047
334,ucin433,0.17011340893929286
335,ucin434,0.26417611741160774
336,ucin435,0.024683122081387593
337,ucin436,0.14809873248832556
338,ucin437,0.1134089392928619
